,open,high,low,close,tick_count,ticker,floor_strike,volume_fp,open_interest_fp,yes_ask_open_dollar,yes_ask_high_dollar,yes_ask_low_dollar,yes_ask_close_dollar,yes_bid_open_dollar,yes_bid_high_dollar,yes_bid_low_dollar,yes_bid_close_dollar,no_ask_open_dollar,no_ask_high_dollar,no_ask_low_dollar,no_ask_close_dollar,no_bid_open_dollar,no_bid_high_dollar,no_bid_low_dollar,no_bid_close_dollar,yes_dist,log_return,m3_log_return,m5_log_return,ma3,ma5,ma3_vs_strike,ma5_vs_strike,yes_dist_pct,m1_yes_dist_momentum,m3_yes_dist_momentum,m5_yes_dist_momentum,time_decay,hour,minute,yes_spread,volume_surge,oi_change,subsequent_high,subsequent_low,reached_30,reached_40,reached_50,reached_60,reached_70,reached_90
10,81416.3,81432.53,81363.09,81426.79,21,KXBTC15M-26MAY061445-45,81511.02,21110.47,48418.87,0.19,0.26,0.12,0.19,0.18,0.25,0.11,0.18,0.82,0.75,0.89,0.82,0.81,0.74,0.88,0.81,-84.23000000001048,6.0055748701137315e-05,0.00039197831268897966,0.00033180796468710704,81442.75333333334,81473.78800000002,-0.08375145675598561,-0.045677259344796634,-0.10333572074059491,4.889999999999418,-90.26000000000931,-161.7400000000198,11,13,34,0.010000000000000009,1.1796944843721064,9355.990000000005,0.19,0.002,0,0,0,0,0,0
11,81350.77,81365.78,81332.54,81337.25,25,KXBTC15M-26MAY061500-00,81391.76,17141.81,43652.34,0.33,0.36,0.13,0.14,0.32,0.35,0.12,0.13,0.87,0.65,0.88,0.68,0.86,0.64,0.87,0.67,-54.50999999999476,-0.00047347164621006706,0.0002884319856101334,0.0003259099394398416,81361.94333333334,81384.112,-0.036633519986115484,-0.009396528592084811,-0.0669723814793964,-38.520000000004075,-72.36999999999534,-64.32000000000698,9,13,51,0.010000000000000009,1.4058942577334064,6417.759999999995,0.86,0.22,1,1,1,1,1,0
12,81348.6,81350.22,81268.38,81268.38,60,KXBTC15M-26MAY061515-15,81360.36,28497.18,59739.84,0.44,0.46,0.097,0.11,0.43,0.44,0.088,0.1,0.9,0.56,0.912,0.57,0.89,0.54,0.903,0.56,-91.97999999999593,-0.0010821232141636403,0.0006709950669087985,0.0007010723700391184,81333.29,81355.01999999999,-0.03327173085272359,-0.006563392787361141,-0.11305259711239715,-87.98999999999069,-87.05999999999767,-101.7899999999936,6,14,9,0.009999999999999995,1.381561283833057,5690.8499999999985,0.36,0.001,1,0,0,0,0,0
13,81641.33,81641.33,81632.21,81634.49,17,KXBTC15M-26MAY061630-30,81630.44,83896.0,74883.22,0.66,0.68,0.011,0.029,0.65,0.67,0.004,0.028,0.972,0.33,0.996,0.35,0.971,0.32,0.989,0.34,4.05000000000291,-0.0003946082504978471,0.0003530551529410264,0.00032123201932972214,81647.95,81635.606,0.02145033151848105,0.006328521566216523,0.004961384503137445,-32.220000000001164,-1.3999999999941792,43.63000000000466,1,15,29,0.0010000000000000009,2.015400023849637,4274.830000000002,0.04,0.04,0,0,0,0,0,0
14,81501.25,81501.25,81501.25,81501.25,0,KXBTC15M-26MAY061645-45,81587.9,45534.5,51272.61,0.18,0.27,0.12,0.13,0.17,0.2,0.1,0.12,0.88,0.8,0.9,0.83,0.87,0.73,0.88,0.82,-86.64999999999418,-0.0012013455483332596,0.000585126887438917,0.0005513048777086756,81576.17,81605.94200000001,-0.014377131903132605,0.022113573213694473,-0.10620447394772287,-97.97000000000116,-90.69999999999709,-98.85999999998603,13,15,32,0.010000000000000009,0.9521019803060452,29628.96,0.19,0.0,0,0,0,0,0,0
15,81435.15,81435.15,81432.94,81432.94,0,KXBTC15M-26MAY061715-15,81423.36,75961.55,78126.24,0.63,0.73,0.024,0.038,0.62,0.7,0.02,0.031,0.969,0.3,0.98,0.38,0.962,0.27,0.976,0.37,9.580000000001746,-0.00024041433893870029,0.00026776078982938746,0.0003063101874694099,81460.59333333334,81476.82999999999,0.04572807279549409,0.06566911510405198,0.011765665283282028,-19.580000000001746,-63.63999999999942,-48.75999999999476,2,16,13,0.006999999999999999,2.453849764918495,-17475.12999999999,0.031,0.01,0,0,0,0,0,0
16,81583.91,81583.91,81583.91,81583.91,0,KXBTC15M-26MAY061800-00,81590.09,38431.16,47786.55,0.32,0.33,0.14,0.14,0.3,0.31,0.071,0.13,0.87,0.69,0.929,0.7,0.86,0.67,0.86,0.68,-6.179999999993015,-0.00020345079582047534,0.00013039999841416277,9.976302219511125e-05,81593.90000000001,81597.01,0.0046696847619756565,0.008481422192325384,-0.007574449298919777,-16.59999999999127,-13.369999999995343,-22.160000000003492,2,16,58,0.010000000000000009,1.7752433321831322,-765.489999999998,0.14,0.003,0,0,0,0,0,0
17,81462.18,81462.18,81462.18,81462.18,0,KXBTC15M-26MAY061815-15,81530.44,22928.54,67642.85,0.18,0.37,0.11,0.17,0.17,0.36,0.1,0.16,0.84,0.64,0.9,0.83,0.83,0.63,0.89,0.82,-68.26000000000931,0.0,0.0002191359846478933,0.00019323032305778074,81474.08333333333,81490.048,-0.06912346685075396,-0.04954223232452456,-0.08372333081976414,0.0,-53.720000000001164,-63.04000000000815,9,17,6,0.010000000000000009,1.065220154561068,7001.1600000000035,0.16,0.0,0,0,0,0,0,0
18,81325.71,81325.73,81325.71,81325.73,0,KXBTC15M-26MAY061830-30,81383.17,21579.02,77912.38,0.2,0.22,0.1,0.1,0.19,0.2,0.09,0.092,0.908,0.8,0.91,0.81,0.9,0.78,0.9,0.8,-57.44000000000233,9.148814699961326e-05,0.00033947509261216305,0.00025216026147147904,81335.32666666666,81345.7,-0.05878774853982438,-0.04604146041497421,-0.07057970339568037,7.440000000002328,-36.23000000001048,-38.34000000001106,8,17,22,0.008000000000000007,1.2184409187981224,9981.840000000011,0.16,0.0,0,0,0,0,0,0
19,81321.74,81321.74,81321.6,81321.6,1,KXBTC15M-26MAY061915-15,81356.84,35863.67,41566.09,0.34,0.34,0.098,0.17,0.33,0.33,0.084,0.16,0.84,0.67,0.916,0.67,0.83,0.66,0.902,0.66,-35.23999999999069,5.066432988793096e-05,0.0002710790544851619,0.00020258787588943217,81331.80333333333,81349.318,-0.030773892725758353,-0.009245688500189052,-0.04331535000620807,4.120000000009895,-83.8799999999901,-110.75999999999476,13,18,2,0.010000000000000009,1.7007928601705304,25141.909999999996,0.8,0.13,1,1,1,1,1,0
20,81154.13,81154.54,81154.13,81154.54,0,KXBTC15M-26MAY070515-15,81214.91,4309.54,19905.91,0.19,0.19,0.14,0.14,0.17,0.18,0.13,0.13,0.87,0.82,0.87,0.83,0.86,0.81,0.86,0.81,-60.370000000009895,8.071346766490327e-05,0.0006676935308107479,0.000867404796719739,81172.51,81198.916,-0.052207162453309044,-0.019693428214112473,-0.07433364144589939,6.5499999999883585,-21.720000000001164,-82.2100000000064,11,4,4,0.010000000000000009,0.4376076492639993,2670.4399999999987,0.19,0.009,0,0,0,0,0,0
21,81127.62,81127.62,81071.2,81090.98,43,KXBTC15M-26MAY070530-30,81161.33,14281.28,33439.75,0.3,0.3,0.11,0.18,0.29,0.29,0.091,0.17,0.83,0.71,0.909,0.71,0.82,0.7,0.89,0.7,-70.35000000000582,-0.0009371496043362034,0.000488174838077386,0.0004433831135254287,81142.78666666667,81155.06599999999,-0.022847498104497408,-0.007717961250770691,-0.08667921040722944,-76.02999999999884,-91.80000000000291,-74.75,8,4,22,0.009999999999999981,1.261898155920582,2186.709999999999,0.17,0.0,0,0,0,0,0,0
